file_size_mb,hour_of_day,transfers_last_hour,mfa_failed_attempts,failed_login_attempts,is_unusual_hour,high_risk_file_type,archive_file_type,integrity_status,unauthorized_attempt,encryption_time_ms,decryption_time_ms,ecdh_time_ms,rsa_key_wrap_time_ms,transfer_status,is_anomaly,anomaly_reason,anomaly_level
558.39,5,10,3,5,1,1,1,verified,1,1194.99,1238.621,1.557,4.103,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
44.42,12,0,0,0,0,0,0,verified,0,55.565,37.532,1.173,4.825,completed,0,,none
49.37,7,3,0,0,0,0,0,verified,0,69.449,70.21,2.371,2.878,completed,0,,none
22.1,7,0,0,1,0,0,0,verified,0,41.063,19.338,1.161,4.652,completed,0,,none
18.02,7,1,0,1,0,0,1,verified,0,20.563,28.137,2.906,1.73,completed,0,,none
900.06,1,10,2,8,1,0,1,failed,0,883.383,1513.825,2.711,4.114,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
49.58,14,3,0,0,0,0,0,verified,0,55.299,48.413,2.019,4.744,completed,0,,none
41.04,8,1,0,0,0,0,0,verified,0,49.577,50.38,1.227,3.981,completed,0,,none
590.07,0,5,5,8,1,1,1,failed,0,1203.221,960.608,1.527,6.123,completed,1,Off-hour massive transfer; repeated auth failures,medium
11.09,6,3,0,1,0,0,1,verified,0,23.918,17.33,2.357,3.266,completed,0,,none
14.86,21,2,0,1,0,0,1,verified,0,19.444,25.304,1.819,2.063,completed,0,,none
11.7,21,2,0,1,0,0,1,verified,0,17.478,17.551,1.131,1.993,completed,0,,none
11.45,12,0,0,0,0,0,1,verified,0,16.166,15.785,0.69,2.629,completed,0,,none
10.65,12,2,0,1,0,0,0,verified,0,24.068,16.209,2.225,2.869,completed,0,,none
13.61,19,3,0,0,0,0,0,verified,0,24.956,24.395,1.6,2.098,completed,0,,none
3.32,20,2,0,0,0,0,0,verified,0,12.923,10.205,2.538,4.532,completed,0,,none
892.25,23,9,2,6,1,0,1,failed,0,845.417,1127.908,2.392,4.023,integrity_failed,1,Off-hour massive transfer; repeated auth failures,critical
893.24,23,15,3,6,1,0,1,verified,0,1228.378,1178.65,2.705,8.365,blocked,1,Off-hour massive transfer; repeated auth failures,high
13.67,11,0,0,0,0,0,1,verified,0,17.311,15.679,0.966,1.891,completed,0,,none
28.46,19,3,0,0,0,0,0,verified,0,35.61,25.065,0.733,1.273,completed,0,,none
32.0,8,3,0,0,0,0,0,verified,0,36.101,30.845,2.271,3.967,completed,0,,none
14.51,12,0,0,0,0,0,0,verified,0,23.898,26.726,1.188,2.644,completed,0,,none
22.45,15,0,0,1,0,0,1,verified,0,38.329,31.606,0.631,4.455,completed,0,,none
10.38,13,0,0,0,0,0,1,verified,0,24.634,19.097,1.236,4.258,completed,0,,none
4.53,6,1,0,0,0,0,1,verified,0,15.918,12.223,2.286,3.077,completed,0,,none
570.34,22,13,3,5,0,0,1,verified,0,838.47,987.231,3.911,2.602,completed,1,Off-hour massive transfer; repeated auth failures,high
639.0,23,8,3,9,1,1,1,failed,1,1282.367,1075.534,1.846,4.394,integrity_failed,1,Off-hour massive transfer; repeated auth failures,medium
731.47,23,11,5,3,1,1,1,verified,1,1003.689,1453.937,4.666,6.981,integrity_failed,1,Off-hour massive transfer; repeated auth failures,critical
0.83,9,2,0,0,0,0,0,verified,0,10.937,9.069,2.671,1.564,completed,0,,none
0.43,8,1,0,0,0,0,0,verified,0,10.624,8.471,1.56,2.216,completed,0,,none
11.8,9,0,0,0,0,0,1,verified,0,26.294,15.57,0.818,1.351,completed,0,,none
29.77,17,3,0,1,0,0,0,verified,0,31.664,34.489,2.725,1.211,completed,0,,none
40.01,7,2,0,0,0,0,1,verified,0,68.495,49.328,1.87,4.056,completed,0,,none
48.92,19,0,0,0,0,0,1,verified,0,55.52,43.099,1.69,2.841,completed,0,,none
2.55,10,2,0,0,0,0,0,verified,0,13.797,11.003,1.443,3.562,completed,0,,none
37.86,7,3,0,0,0,0,1,verified,0,58.492,49.222,1.499,3.508,completed,0,,none
24.2,13,0,0,0,0,0,1,verified,0,43.555,32.736,0.875,2.249,completed,0,,none
32.13,18,0,0,0,0,0,1,verified,0,30.816,45.004,1.183,1.875,completed,0,,none
29.62,10,0,0,1,0,0,0,verified,0,24.934,34.518,1.034,1.36,completed,0,,none
44.56,21,1,0,1,0,0,1,verified,0,37.175,55.871,2.049,1.974,completed,0,,none
17.07,13,1,0,0,0,0,0,verified,0,33.333,25.928,2.65,4.004,completed,0,,none
24.83,21,3,0,0,0,0,0,verified,0,30.643,27.062,1.033,4.521,completed,0,,none
9.11,21,3,0,0,0,0,0,verified,0,18.929,13.793,2.388,3.395,completed,0,,none
11.61,21,2,0,1,0,0,0,verified,0,20.416,17.472,0.732,1.6,completed,0,,none
35.51,16,1,0,0,0,0,1,verified,0,29.323,51.563,1.942,1.592,completed,0,,none
15.82,14,2,0,1,0,0,1,verified,0,18.159,20.633,2.295,1.725,completed,0,,none
934.43,1,9,3,10,1,1,1,verified,0,1872.74,866.023,4.196,2.788,blocked,1,Off-hour massive transfer; repeated auth failures,medium
32.05,12,3,0,0,0,0,0,verified,0,57.262,47.222,0.803,1.291,completed,0,,none
4.33,20,0,0,0,0,0,1,verified,0,16.454,12.195,2.918,1.314,completed,0,,none
41.67,19,3,0,0,0,0,0,verified,0,45.079,61.555,0.501,4.616,completed,0,,none
45.22,19,1,0,0,0,0,0,verified,0,52.387,51.79,2.505,3.644,completed,0,,none
46.32,7,0,0,1,0,0,0,verified,0,70.782,54.066,1.301,2.297,completed,0,,none
37.2,6,0,0,1,0,0,1,verified,0,57.976,32.478,0.739,3.355,completed,0,,none
14.41,19,3,0,0,0,0,0,verified,0,24.042,24.142,2.084,2.415,completed,0,,none
16.7,8,1,0,0,0,0,1,verified,0,26.051,18.513,1.272,1.575,completed,0,,none
36.3,21,1,0,0,0,0,1,verified,0,29.187,53.264,2.859,3.899,completed,0,,none
25.87,15,2,0,1,0,0,0,verified,0,30.61,23.448,2.571,4.725,completed,0,,none
49.77,20,0,0,1,0,0,1,verified,0,34.981,51.778,2.604,2.795,completed,0,,none
21.14,20,3,0,0,0,0,1,verified,0,38.349,30.566,2.286,3.371,completed,0,,none
814.69,3,9,2,3,1,1,1,verified,1,1227.401,1352.185,0.965,8.285,blocked,1,Off-hour massive transfer; repeated auth failures,critical
20.17,6,2,0,1,0,0,1,verified,0,21.002,21.734,1.2,1.818,completed,0,,none
38.63,6,1,0,0,0,0,1,verified,0,44.294,51.038,2.046,4.576,completed,0,,none
513.46,23,13,1,10,1,0,1,verified,1,1282.972,1031.941,1.365,7.01,blocked,1,Off-hour massive transfer; repeated auth failures,critical
21.81,7,3,0,0,0,0,0,verified,0,35.831,20.77,1.588,2.039,completed,0,,none
27.84,19,0,0,0,0,0,0,verified,0,40.879,22.606,1.285,2.644,completed,0,,none
9.49,17,0,0,0,0,0,0,verified,0,22.386,16.149,0.747,3.246,completed,0,,none
735.28,4,10,1,6,1,0,1,verified,1,1174.48,1018.58,3.455,4.264,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
2.8,12,1,0,0,0,0,1,verified,0,13.442,10.66,2.998,1.77,completed,0,,none
45.73,18,0,0,0,0,0,1,verified,0,40.627,50.609,1.47,3.471,completed,0,,none
866.52,1,8,5,6,1,0,1,verified,0,1048.27,1931.202,3.993,3.779,blocked,1,Off-hour massive transfer; repeated auth failures,critical
737.42,22,8,1,8,0,1,1,failed,1,1663.09,1701.864,5.636,6.46,blocked,1,Off-hour massive transfer; repeated auth failures,critical
6.98,7,1,0,0,0,0,1,verified,0,17.376,14.741,2.787,4.796,completed,0,,none
13.71,7,3,0,0,0,0,0,verified,0,18.683,17.645,2.359,4.721,completed,0,,none
7.25,8,2,0,0,0,0,0,verified,0,17.732,13.397,1.049,4.428,completed,0,,none
839.4,22,15,1,2,0,0,1,verified,1,1338.159,879.274,0.701,3.114,blocked,1,Off-hour massive transfer; repeated auth failures,critical
17.03,10,2,0,0,0,0,0,verified,0,29.451,28.966,1.212,4.232,completed,0,,none
41.66,15,0,0,0,0,0,0,verified,0,66.695,58.47,2.348,4.733,completed,0,,none
2.84,9,0,0,0,0,0,0,verified,0,11.788,10.069,1.579,2.354,completed,0,,none
3.08,21,3,0,0,0,0,0,verified,0,11.798,10.412,0.837,1.549,completed,0,,none
19.17,11,1,0,0,0,0,0,verified,0,38.239,20.387,1.813,4.959,completed,0,,none
3.09,10,2,0,0,0,0,1,verified,0,14.213,11.132,2.222,2.356,completed,0,,none
34.39,8,2,0,0,0,0,1,verified,0,35.14,30.156,1.272,1.592,completed,0,,none
11.34,7,3,0,0,0,0,1,verified,0,25.932,13.816,1.103,1.542,completed,0,,none
15.68,7,3,0,0,0,0,1,verified,0,26.568,26.302,1.079,3.626,completed,0,,none
47.93,8,3,0,0,0,0,1,verified,0,40.514,68.27,2.366,1.37,completed,0,,none
36.79,17,3,0,0,0,0,0,verified,0,44.323,38.283,2.57,2.841,completed,0,,none
28.89,14,1,0,1,0,0,0,verified,0,43.333,32.474,1.639,1.216,completed,0,,none
46.1,18,2,0,1,0,0,1,verified,0,52.592,47.168,2.792,3.411,completed,0,,none
776.04,23,13,2,2,1,1,1,verified,1,1329.17,1312.451,2.516,6.725,integrity_failed,1,Off-hour massive transfer; repeated auth failures,medium
508.11,3,6,2,2,1,0,1,failed,1,643.144,685.316,0.821,2.686,completed,1,Off-hour massive transfer; repeated auth failures,critical
1.51,11,2,0,1,0,0,1,verified,0,11.972,9.21,0.861,3.828,completed,0,,none
41.99,7,1,0,0,0,0,1,verified,0,68.051,61.241,2.407,2.153,completed,0,,none
10.9,6,0,0,0,0,0,1,verified,0,19.798,15.131,2.697,4.229,completed,0,,none
633.66,2,5,2,3,1,1,1,failed,1,696.161,785.748,5.518,6.041,completed,1,Off-hour massive transfer; repeated auth failures,critical
16.78,21,1,0,0,0,0,1,verified,0,24.218,21.648,1.599,2.996,completed,0,,none
764.26,5,7,5,6,1,1,1,failed,0,713.041,1098.766,5.646,3.776,blocked,1,Off-hour massive transfer; repeated auth failures,critical
691.18,23,15,4,6,1,0,1,failed,1,1526.874,1551.469,4.383,7.156,completed,1,Off-hour massive transfer; repeated auth failures,medium
845.09,2,11,5,5,1,1,1,verified,1,2044.651,949.677,3.024,2.146,completed,1,Off-hour massive transfer; repeated auth failures,critical
47.6,20,3,0,0,0,0,0,verified,0,68.816,52.286,1.56,3.076,completed,0,,none
588.57,23,10,5,8,1,0,1,verified,1,1261.243,1152.221,2.803,8.822,integrity_failed,1,Off-hour massive transfer; repeated auth failures,critical
18.09,16,2,0,1,0,0,0,verified,0,19.747,25.588,1.991,4.821,completed,0,,none
28.04,19,3,0,0,0,0,0,verified,0,51.913,34.861,1.86,4.182,completed,0,,none
40.76,7,1,0,1,0,0,0,verified,0,41.711,47.247,0.673,3.072,completed,0,,none
14.84,13,0,0,0,0,0,1,verified,0,27.306,20.452,2.937,3.448,completed,0,,none
31.48,10,3,0,0,0,0,1,verified,0,30.633,39.309,0.854,3.561,completed,0,,none
969.15,3,8,3,9,1,0,1,failed,1,1375.187,1429.844,1.302,1.375,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
28.26,15,1,0,0,0,0,1,verified,0,48.707,41.49,2.451,2.509,completed,0,,none
547.0,23,10,4,3,1,0,1,verified,0,1375.476,805.546,2.198,9.743,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
4.97,9,1,0,0,0,0,1,verified,0,16.438,12.052,2.401,1.972,completed,0,,none
30.7,17,1,0,0,0,0,1,verified,0,40.853,45.212,2.136,3.543,completed,0,,none
29.5,16,3,0,0,0,0,0,verified,0,31.362,27.962,0.93,2.126,completed,0,,none
49.69,18,3,0,1,0,0,1,verified,0,55.751,40.528,1.933,2.12,completed,0,,none
857.4,23,5,1,9,1,1,1,verified,1,983.019,1407.891,3.01,8.338,completed,1,Off-hour massive transfer; repeated auth failures,medium
910.91,0,5,3,10,1,1,1,verified,1,1033.429,2102.578,5.309,7.098,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
713.17,23,13,1,3,1,1,1,verified,0,966.287,1224.506,2.509,2.548,blocked,1,Off-hour massive transfer; repeated auth failures,high
21.1,15,3,0,0,0,0,0,verified,0,23.114,30.445,1.833,2.549,completed,0,,none
771.43,5,9,4,8,1,0,1,failed,1,1592.619,1536.59,2.615,6.252,completed,1,Off-hour massive transfer; repeated auth failures,medium
27.98,12,1,0,0,0,0,0,verified,0,31.141,23.751,0.525,2.474,completed,0,,none
38.11,6,1,0,0,0,0,1,verified,0,35.222,32.611,0.677,2.46,completed,0,,none
10.77,21,2,0,0,0,0,0,verified,0,24.181,20.306,1.113,4.51,completed,0,,none
44.58,6,3,0,0,0,0,0,verified,0,47.404,56.719,1.885,1.458,completed,0,,none
33.65,11,3,0,1,0,0,0,verified,0,53.523,28.548,1.774,3.059,completed,0,,none
1.32,14,3,0,1,0,0,1,verified,0,10.707,9.42,2.376,2.091,completed,0,,none
23.93,20,2,0,0,0,0,1,verified,0,23.896,26.398,1.68,1.582,completed,0,,none
765.95,23,14,1,5,1,1,1,verified,1,1016.368,1738.934,2.513,9.562,blocked,1,Off-hour massive transfer; repeated auth failures,critical
42.41,17,3,0,1,0,0,0,verified,0,60.583,42.244,1.015,4.711,completed,0,,none
31.54,9,0,0,0,0,0,0,verified,0,40.816,23.81,1.49,3.997,completed,0,,none
741.71,23,9,3,6,1,0,1,failed,1,923.913,1423.703,2.716,9.394,completed,1,Off-hour massive transfer; repeated auth failures,medium
26.83,10,1,0,0,0,0,0,verified,0,28.629,29.375,2.598,3.171,completed,0,,none
30.35,12,1,0,0,0,0,0,verified,0,31.928,31.422,0.896,3.191,completed,0,,none
42.93,15,0,0,0,0,0,0,verified,0,50.972,50.538,1.195,4.1,completed,0,,none
40.77,15,3,0,0,0,0,1,verified,0,61.319,40.631,2.458,4.902,completed,0,,none
44.7,12,1,0,1,0,0,1,verified,0,59.96,64.797,1.842,3.398,completed,0,,none
865.45,0,8,2,2,1,1,1,verified,1,1519.097,1732.497,2.757,8.835,blocked,1,Off-hour massive transfer; repeated auth failures,medium
45.0,9,1,0,0,0,0,1,verified,0,37.897,62.383,2.167,2.083,completed,0,,none
20.48,12,0,0,0,0,0,1,verified,0,23.174,26.381,1.861,1.769,completed,0,,none
34.27,16,2,0,0,0,0,0,verified,0,38.6,44.754,1.911,3.302,completed,0,,none
714.84,23,8,2,9,1,0,1,failed,1,828.283,831.677,2.663,8.831,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
583.26,22,9,3,6,0,0,1,verified,1,808.107,885.676,2.842,5.082,integrity_failed,1,Off-hour massive transfer; repeated auth failures,medium
35.36,6,0,0,0,0,0,1,verified,0,52.634,37.35,1.604,4.759,completed,0,,none
8.3,10,2,0,1,0,0,1,verified,0,21.783,13.218,1.431,4.626,completed,0,,none
17.81,20,1,0,0,0,0,0,verified,0,24.428,20.682,1.652,3.276,completed,0,,none
12.18,10,0,0,0,0,0,1,verified,0,25.621,17.211,2.709,3.869,completed,0,,none
48.98,10,0,0,0,0,0,0,verified,0,72.732,55.362,2.653,2.155,completed,0,,none
3.22,17,0,0,0,0,0,1,verified,0,14.648,11.753,1.754,1.453,completed,0,,none
11.19,14,0,0,0,0,0,1,verified,0,20.071,21.955,2.984,2.788,completed,0,,none
539.42,5,14,1,2,1,1,1,failed,1,1095.182,641.271,4.215,5.155,integrity_failed,1,Off-hour massive transfer; repeated auth failures,medium
40.1,14,1,0,0,0,0,0,verified,0,54.398,34.957,1.411,2.992,completed,0,,none
8.04,6,2,0,0,0,0,1,verified,0,15.984,12.179,2.762,1.949,completed,0,,none
639.75,23,14,4,8,1,0,1,verified,1,1405.825,1375.29,0.562,1.858,completed,1,Off-hour massive transfer; repeated auth failures,medium
593.91,0,8,2,2,1,1,1,verified,0,1483.427,563.667,1.315,7.561,blocked,1,Off-hour massive transfer; repeated auth failures,medium
914.9,1,11,2,6,1,1,1,failed,1,1128.875,997.887,1.339,6.191,completed,1,Off-hour massive transfer; repeated auth failures,medium
42.29,9,3,0,0,0,0,1,verified,0,60.423,35.719,2.509,3.703,completed,0,,none
19.74,19,0,0,0,0,0,1,verified,0,33.02,21.285,1.367,2.951,completed,0,,none
5.23,7,1,0,0,0,0,1,verified,0,13.458,11.809,2.511,2.502,completed,0,,none
26.09,7,2,0,0,0,0,1,verified,0,42.733,32.257,2.181,3.343,completed,0,,none
561.77,23,12,1,8,1,1,1,verified,1,1336.755,1090.638,0.734,4.42,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
36.17,15,3,0,0,0,0,1,verified,0,50.656,49.898,2.868,2.809,completed,0,,none
935.46,23,8,4,8,1,0,1,verified,0,1657.161,1987.926,3.756,6.091,integrity_failed,1,Off-hour massive transfer; repeated auth failures,critical
48.72,10,2,0,0,0,0,1,verified,0,81.796,61.429,2.567,2.116,completed,0,,none
7.4,17,1,0,1,0,0,1,verified,0,13.724,14.892,1.044,1.627,completed,0,,none
30.6,19,0,0,0,0,0,0,verified,0,54.693,26.964,2.891,2.842,completed,0,,none
27.62,6,2,0,0,0,0,1,verified,0,37.448,40.096,1.689,1.721,completed,0,,none
47.79,13,1,0,0,0,0,0,verified,0,58.391,53.49,1.851,3.554,completed,0,,none
11.01,10,0,0,0,0,0,1,verified,0,25.952,17.058,1.585,2.069,completed,0,,none
34.85,6,1,0,0,0,0,0,verified,0,46.778,25.659,0.907,1.961,completed,0,,none
29.77,18,3,0,0,0,0,1,verified,0,47.531,32.58,1.23,1.408,completed,0,,none
796.51,1,10,1,9,1,0,1,failed,1,1702.724,956.535,4.747,4.649,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
18.94,12,1,0,1,0,0,0,verified,0,33.443,28.567,1.881,1.464,completed,0,,none
8.55,13,2,0,0,0,0,1,verified,0,14.449,12.989,2.791,4.815,completed,0,,none
18.39,20,3,0,0,0,0,0,verified,0,24.56,17.235,1.773,2.34,completed,0,,none
39.73,8,1,0,0,0,0,0,verified,0,31.535,50.939,0.8,1.422,completed,0,,none
965.8,22,9,3,8,0,1,1,verified,0,1593.087,1536.457,2.62,2.778,integrity_failed,1,Off-hour massive transfer; repeated auth failures,critical
9.01,11,1,0,0,0,0,0,verified,0,22.645,18.028,2.329,4.997,completed,0,,none
522.33,0,13,1,8,1,1,1,failed,1,505.298,732.102,3.1,6.494,integrity_failed,1,Off-hour massive transfer; repeated auth failures,critical
39.75,9,2,0,1,0,0,0,verified,0,39.602,32.324,2.343,3.135,completed,0,,none
44.21,9,2,0,0,0,0,1,verified,0,75.116,64.923,2.122,3.919,completed,0,,none
7.87,9,3,0,0,0,0,0,verified,0,14.478,15.167,1.735,1.679,completed,0,,none
27.19,14,0,0,0,0,0,1,verified,0,31.105,29.372,2.491,2.243,completed,0,,none
6.33,15,1,0,0,0,0,1,verified,0,19.297,13.253,0.992,2.16,completed,0,,none
46.39,14,0,0,0,0,0,1,verified,0,66.758,62.708,1.415,3.276,completed,0,,none
1.02,11,2,0,0,0,0,0,verified,0,11.095,9.024,2.099,3.072,completed,0,,none
39.86,14,0,0,0,0,0,0,verified,0,66.081,53.386,1.93,2.183,completed,0,,none
23.65,14,2,0,0,0,0,1,verified,0,29.648,31.796,2.693,3.891,completed,0,,none
2.37,13,0,0,0,0,0,1,verified,0,11.934,11.035,2.246,1.762,completed,0,,none
25.87,11,0,0,1,0,0,0,verified,0,45.483,29.769,1.078,4.137,completed,0,,none
501.93,3,8,5,5,1,1,1,failed,0,471.095,612.712,0.685,2.356,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
907.18,22,5,4,4,0,0,1,verified,0,883.28,1013.932,3.039,9.257,completed,1,Off-hour massive transfer; repeated auth failures,high
10.4,17,0,0,0,0,0,1,verified,0,22.577,20.027,0.634,4.382,completed,0,,none
991.19,22,12,5,9,0,1,1,verified,1,1648.841,950.711,4.704,2.153,integrity_failed,1,Off-hour massive transfer; repeated auth failures,critical
500.89,1,7,5,7,1,1,1,verified,1,615.431,921.885,3.93,9.025,blocked,1,Off-hour massive transfer; repeated auth failures,medium
26.01,6,3,0,0,0,0,1,verified,0,37.033,26.56,1.333,4.008,completed,0,,none
704.9,22,6,3,5,0,0,1,failed,1,825.598,1100.74,4.949,3.98,blocked,1,Off-hour massive transfer; repeated auth failures,medium
1.32,7,2,0,1,0,0,1,verified,0,10.91,9.392,2.062,4.512,completed,0,,none
28.39,17,2,0,0,0,0,1,verified,0,42.682,42.559,1.624,4.814,completed,0,,none
31.16,14,2,0,0,0,0,1,verified,0,48.149,45.285,1.661,1.743,completed,0,,none
19.65,13,1,0,0,0,0,0,verified,0,35.856,31.925,0.881,3.236,completed,0,,none
7.81,11,3,0,0,0,0,0,verified,0,15.244,11.981,1.072,3.746,completed,0,,none
24.78,19,0,0,0,0,0,1,verified,0,36.626,27.584,2.332,2.067,completed,0,,none
47.87,21,2,0,0,0,0,0,verified,0,51.32,62.3,1.81,2.819,completed,0,,none
700.54,2,12,5,6,1,0,1,verified,1,900.447,1607.955,4.757,9.049,blocked,1,Off-hour massive transfer; repeated auth failures,critical
15.86,18,3,0,0,0,0,0,verified,0,28.537,18.374,1.821,2.045,completed,0,,none
28.92,7,1,0,0,0,0,0,verified,0,43.019,26.055,2.924,4.45,completed,0,,none
26.32,12,0,0,0,0,0,1,verified,0,36.489,25.488,0.743,4.86,completed,0,,none
27.07,15,3,0,0,0,0,0,verified,0,41.793,32.437,1.522,4.774,completed,0,,none
35.37,14,2,0,1,0,0,0,verified,0,35.674,53.541,0.521,3.352,completed,0,,none
7.31,21,0,0,1,0,0,0,verified,0,15.045,16.516,2.373,2.747,completed,0,,none
3.04,17,1,0,1,0,0,1,verified,0,14.482,11.751,2.521,1.357,completed,0,,none
16.5,6,0,0,1,0,0,1,verified,0,24.976,24.76,1.716,1.561,completed,0,,none
772.47,23,9,1,2,1,0,1,verified,0,1841.869,838.268,0.543,4.502,completed,1,Off-hour massive transfer; repeated auth failures,medium
31.39,14,2,0,0,0,0,1,verified,0,43.919,40.11,0.892,1.259,completed,0,,none
18.27,19,3,0,0,0,0,0,verified,0,23.562,29.65,1.598,2.041,completed,0,,none
561.01,4,11,5,10,1,1,1,failed,0,1260.242,876.244,3.889,6.65,blocked,1,Off-hour massive transfer; repeated auth failures,critical
27.05,19,2,0,0,0,0,0,verified,0,36.713,39.074,1.491,2.015,completed,0,,none
28.24,6,2,0,0,0,0,1,verified,0,27.887,29.769,0.533,4.591,completed,0,,none
36.06,8,2,0,0,0,0,1,verified,0,55.842,28.736,2.609,2.32,completed,0,,none
24.66,9,2,0,0,0,0,1,verified,0,39.593,38.747,2.642,2.272,completed,0,,none
46.98,10,2,0,0,0,0,1,verified,0,53.32,38.531,1.182,1.928,completed,0,,none
39.99,16,3,0,0,0,0,1,verified,0,53.871,36.305,0.684,3.128,completed,0,,none
24.55,8,1,0,0,0,0,0,verified,0,31.993,38.963,1.368,1.84,completed,0,,none
27.12,6,0,0,0,0,0,1,verified,0,33.424,32.851,0.766,1.557,completed,0,,none
37.32,21,2,0,1,0,0,0,verified,0,65.699,56.02,0.677,3.228,completed,0,,none
873.99,1,5,4,7,1,0,1,failed,1,1499.906,1687.584,5.914,8.96,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
12.19,7,2,0,0,0,0,1,verified,0,26.074,20.944,1.939,2.262,completed,0,,none
5.95,7,1,0,0,0,0,0,verified,0,14.055,14.308,2.857,3.714,completed,0,,none
525.79,0,8,5,5,1,0,1,failed,1,912.072,716.689,4.999,7.194,blocked,1,Off-hour massive transfer; repeated auth failures,high
764.67,5,6,5,8,1,0,1,verified,0,1442.212,1229.171,2.991,1.44,integrity_failed,1,Off-hour massive transfer; repeated auth failures,high
30.67,9,3,0,0,0,0,1,verified,0,34.924,44.913,2.836,3.982,completed,0,,none
16.02,10,2,0,0,0,0,0,verified,0,29.949,20.831,2.976,1.746,completed,0,,none
807.28,5,12,3,9,1,0,1,verified,1,1519.421,763.567,1.32,4.726,blocked,1,Off-hour massive transfer; repeated auth failures,high
47.14,16,2,0,1,0,0,1,verified,0,72.748,56.794,0.681,4.865,completed,0,,none
2.66,12,0,0,1,0,0,0,verified,0,12.843,10.038,1.872,2.162,completed,0,,none
16.45,19,3,0,0,0,0,0,verified,0,18.493,21.934,0.894,4.969,completed,0,,none
45.34,15,0,0,0,0,0,1,verified,0,60.043,53.32,1.504,2.044,completed,0,,none
19.98,15,0,0,0,0,0,0,verified,0,35.193,24.219,0.727,3.64,completed,0,,none
8.06,20,2,0,0,0,0,0,verified,0,14.87,15.599,0.843,1.497,completed,0,,none
613.66,5,7,4,6,1,1,1,verified,0,1374.215,1148.305,1.832,6.633,blocked,1,Off-hour massive transfer; repeated auth failures,critical
35.29,12,1,0,0,0,0,1,verified,0,34.136,41.587,2.18,4.485,completed,0,,none
31.42,21,1,0,0,0,0,1,verified,0,55.265,29.676,0.937,4.992,completed,0,,none
19.71,12,0,0,1,0,0,0,verified,0,24.142,22.338,0.646,4.544,completed,0,,none
29.13,9,1,0,0,0,0,1,verified,0,36.451,38.828,2.163,2.32,completed,0,,none
33.6,9,0,0,0,0,0,0,verified,0,31.834,47.413,1.498,2.774,completed,0,,none
34.95,15,0,0,0,0,0,1,verified,0,39.512,41.348,0.842,1.869,completed,0,,none
6.68,15,0,0,0,0,0,0,verified,0,19.179,14.194,2.822,1.507,completed,0,,none
28.34,20,1,0,1,0,0,1,verified,0,48.393,22.479,0.799,1.895,completed,0,,none
6.85,14,3,0,0,0,0,0,verified,0,14.653,13.398,2.414,2.695,completed,0,,none
28.29,8,3,0,0,0,0,1,verified,0,26.232,22.24,1.554,3.707,completed,0,,none
32.25,10,0,0,0,0,0,0,verified,0,33.932,40.838,1.607,3.272,completed,0,,none
831.04,22,9,5,6,0,0,1,failed,1,1732.899,1368.701,1.139,3.688,completed,1,Off-hour massive transfer; repeated auth failures,medium
0.16,18,0,0,0,0,0,1,verified,0,10.192,8.13,2.958,2.605,completed,0,,none
47.59,7,2,0,0,0,0,0,verified,0,60.002,51.409,1.228,4.241,completed,0,,none
39.33,17,0,0,0,0,0,0,verified,0,39.751,51.483,1.597,2.701,completed,0,,none
7.6,6,1,0,0,0,0,0,verified,0,17.022,16.248,1.401,4.492,completed,0,,none
849.23,23,10,1,3,1,1,1,verified,1,2110.414,1565.897,0.952,6.712,integrity_failed,1,Off-hour massive transfer; repeated auth failures,medium
20.28,13,3,0,0,0,0,1,verified,0,26.15,29.011,0.921,3.102,completed,0,,none
28.08,9,0,0,0,0,0,0,verified,0,35.701,34.505,1.794,1.658,completed,0,,none
40.71,12,1,0,0,0,0,0,verified,0,64.885,38.191,2.849,1.341,completed,0,,none
30.95,6,1,0,0,0,0,1,verified,0,49.34,27.85,0.871,1.419,completed,0,,none
20.78,18,1,0,1,0,0,1,verified,0,27.083,33.905,2.399,4.732,completed,0,,none
1.04,17,1,0,0,0,0,0,verified,0,10.594,8.855,2.954,2.332,completed,0,,none
796.53,3,9,5,6,1,0,1,failed,0,1465.448,1587.405,5.953,7.995,blocked,1,Off-hour massive transfer; repeated auth failures,critical
30.09,6,3,0,0,0,0,1,verified,0,31.506,24.379,0.698,1.717,completed,0,,none
31.39,9,2,0,0,0,0,0,verified,0,27.656,40.251,1.926,2.253,completed,0,,none
3.73,8,2,0,1,0,0,1,verified,0,12.442,10.388,2.914,3.56,completed,0,,none
3.49,20,2,0,1,0,0,0,verified,0,12.834,12.041,1.565,1.961,completed,0,,none
25.45,21,1,0,0,0,0,0,verified,0,35.375,40.573,1.927,1.734,completed,0,,none
4.3,19,3,0,1,0,0,0,verified,0,13.048,13.243,0.511,1.654,completed,0,,none
